GW,Team Rank,Formation,Total Score,GK Player,GK Club,GK Score,DEF Player,DEF Club,DEF Score,MID Player,MID Club,MID Score,FWD Player,FWD Club,FWD Score,Extra Player,Extra Club,Extra Position,Extra Score
GW 516,1,Extra DEF,456.0,Jack Butland,Rangers FC,66.1,Chibuike Nwaiwu,Trabzonspor Kulübü,100.0,Maho Dorgeles,Sporting Braga,98.6,Yáser Asprilla,Galatasaray Spor Kulübü,94.3,Dominik Prpić,FC Porto,DEF,97.0
GW 516,2,Extra MID,435.1,André Onana,Trabzonspor Kulübü,64.9,Alistair Johnston,Celtic FC,94.5,Borja Sainz,FC Porto,96.4,Václav Černý,Beşiktaş Jimnastik Kulübü,85.1,Gabriel Sara,Galatasaray Spor Kulübü,MID,94.2
GW 516,3,Extra DEF,410.4,Devis Vásquez,Beşiktaş Jimnastik Kulübü,60.7,Wagner Pina,Trabzonspor Kulübü,88.1,Callum McGregor,Celtic FC,90.8,Clement Bischoff,FC Red Bull Salzburg,84.1,Adrian Barišić,Sporting Braga,DEF,86.7
GW 516,4,Extra DEF,386.9,Kasper Schmeichel,Celtic FC,56.8,John Souttar,Rangers FC,83.3,Daniel Bragança,Sporting Clube de Portugal,86.1,Gustavo Silva,Vitória Guimarães SC,79.9,Yasin Özcan,Beşiktaş Jimnastik Kulübü,DEF,80.8
GW 515,1,Extra DEF,448.0,Anatolii Trubin,SL Benfica,67.1,Davinson Sánchez,Galatasaray Spor Kulübü,100.0,Ilkay Gündogan,Galatasaray Spor Kulübü,98.2,Yunus Akgün,Galatasaray Spor Kulübü,83.6,Alexander Bah,SL Benfica,DEF,99.1
GW 515,2,Extra FWD,355.5,André Onana,Trabzonspor Kulübü,49.9,Nicolás Otamendi,SL Benfica,66.7,Orkun Kökçü,Beşiktaş Jimnastik Kulübü,77.8,Pepê,FC Porto,81.0,Gustavo Silva,Vitória Guimarães SC,FWD,80.1
GW 515,3,Extra FWD,333.0,Diogo Costa,FC Porto,44.1,João Mendes,Vitória Guimarães SC,63.8,Ernest Muçi,Trabzonspor Kulübü,74.2,Samu Omorodion,FC Porto,78.1,Kerem Aktürkoğlu,Fenerbahçe Spor Kulübü,FWD,72.8
GW 515,4,Extra MID,302.8,Günay Güvenç,Galatasaray Spor Kulübü,37.0,Alistair Johnston,Celtic FC,60.0,Victor Froholdt,FC Porto,71.4,Vangelis Pavlidis,SL Benfica,63.9,Fredrik Aursnes,SL Benfica,MID,70.5
GW 514,1,Extra MID,465.6,Jack Butland,Rangers FC,83.4,Zeno Debast,Sporting Clube de Portugal,86.4,Borja Sainz,FC Porto,100.0,Franjo Ivanović,SL Benfica,95.8,Paulo Bernardo,Celtic FC,MID,100.0
GW 514,2,Extra MID,431.5,Mert Günok,Fenerbahçe Spor Kulübü,71.4,Nicolás Otamendi,SL Benfica,86.1,Geny Catamo,Sporting Clube de Portugal,94.3,Gabri Martínez,Sporting Braga,88.8,Milot Rashica,Beşiktaş Jimnastik Kulübü,MID,90.9
GW 514,3,Extra MID,417.5,Kasper Schmeichel,Celtic FC,71.3,Liam Scales,Celtic FC,85.7,Maho Dorgeles,Sporting Braga,90.6,Benjamin Nygren,Celtic FC,84.1,Kochorashvili,Sporting Clube de Portugal,MID,85.8
GW 514,4,Extra MID,397.9,Rui Silva,Sporting Clube de Portugal,69.1,Emirhan Topçu,Beşiktaş Jimnastik Kulübü,81.9,Callum McGregor,Celtic FC,83.7,Bruma,SL Benfica,80.7,Mattéo Guendouzi,Fenerbahçe Spor Kulübü,MID,82.5
GW 513,1,Extra DEF,408.4,Jack Butland,Rangers FC,60.0,T. Strata,Vitória Guimarães SC,87.8,Nedim Bajrami,Rangers FC,96.4,Bruma,SL Benfica,86.1,James Tavernier,Rangers FC,DEF,78.1
GW 513,2,Extra DEF,325.3,Diogo Costa,FC Porto,43.6,Çağlar Söyüncü,Fenerbahçe Spor Kulübü,71.3,Gabriel Sara,Galatasaray Spor Kulübü,65.9,Yunus Akgün,Galatasaray Spor Kulübü,75.1,Francisco Moura,FC Porto,DEF,69.4
GW 513,3,Extra FWD,300.7,André Onana,Trabzonspor Kulübü,42.1,Jayden Oosterwolde,Fenerbahçe Spor Kulübü,66.6,Mohammed Diomandé,Rangers FC,60.0,Samu Omorodion,FC Porto,66.5,Deniz Gül,FC Porto,FWD,65.5
GW 513,4,Extra FWD,285.8,Günay Güvenç,Galatasaray Spor Kulübü,41.9,Víctor Gómez,Sporting Braga,58.8,Tim Jabol-Folcarelli,Trabzonspor Kulübü,60.0,Mauro Icardi,Galatasaray Spor Kulübü,63.0,Roger Fernandes,Sporting Braga,FWD,62.1
GW 512,1,Extra DEF,460.8,André Onana,Trabzonspor Kulübü,77.6,Wilfried Singo,Galatasaray Spor Kulübü,100.0,Milot Rashica,Beşiktaş Jimnastik Kulübü,98.0,Bruma,SL Benfica,89.5,António Silva,SL Benfica,DEF,95.7
GW 512,2,Extra DEF,414.6,Uğurcan Çakır,Galatasaray Spor Kulübü,74.7,Francisco Moura,FC Porto,93.4,Orkun Kökçü,Beşiktaş Jimnastik Kulübü,79.9,Andreas Skov Olsen,Rangers FC,83.0,Sikou Niakaté,Sporting Braga,DEF,83.6
GW 512,3,Extra DEF,389.4,Anatolii Trubin,SL Benfica,69.6,Zeno Debast,Sporting Clube de Portugal,83.2,Morten Hjulmand,Sporting Clube de Portugal,77.0,Amine El Ouazzani,Sporting Braga,78.7,Nicolás Otamendi,SL Benfica,DEF,80.9
GW 512,4,Extra FWD,379.7,Devis Vásquez,Beşiktaş Jimnastik Kulübü,68.6,Emmanuel Agbadou,Beşiktaş Jimnastik Kulübü,79.7,Borja Sainz,FC Porto,75.3,Dodi Lukébakio,SL Benfica,78.1,Trincão,Sporting Clube de Portugal,FWD,78.0
GW 511,1,Extra MID,452.2,Ederson,Fenerbahçe Spor Kulübü,76.7,Liam Scales,Celtic FC,97.0,Arne Engels,Celtic FC,100.0,Barış Yılmaz,Galatasaray Spor Kulübü,89.0,Anthony Nwakaeme,Trabzonspor Kulübü,MID,89.5
GW 511,2,Extra DEF,382.2,Uğurcan Çakır,Galatasaray Spor Kulübü,68.6,Zeno Debast,Sporting Clube de Portugal,89.2,Orkun Kökçü,Beşiktaş Jimnastik Kulübü,73.3,Hyeongyu Oh,Beşiktaş Jimnastik Kulübü,69.9,Alistair Johnston,Celtic FC,DEF,81.2
GW 511,3,Extra DEF,336.3,Rui Silva,Sporting Clube de Portugal,43.7,Eren Elmalı,Galatasaray Spor Kulübü,77.7,Pedro Gonçalves,Sporting Clube de Portugal,72.2,Kerem Aktürkoğlu,Fenerbahçe Spor Kulübü,66.6,Wilfried Singo,Galatasaray Spor Kulübü,DEF,76.1
GW 511,4,Extra MID,314.6,Anatolii Trubin,SL Benfica,38.1,Nicolás Otamendi,SL Benfica,72.3,Daniel Bragança,Sporting Clube de Portugal,69.7,Leroy Sané,Galatasaray Spor Kulübü,65.0,Reo Hatate,Celtic FC,MID,69.5
GW 510,1,Extra DEF,477.8,André Onana,Trabzonspor Kulübü,88.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,100.0,Gabriel Sara,Galatasaray Spor Kulübü,91.6,Trincão,Sporting Clube de Portugal,98.2,Felix Uduokhai,Beşiktaş Jimnastik Kulübü,DEF,100.0
GW 510,2,Extra DEF,428.5,Kasper Schmeichel,Celtic FC,72.8,Dominik Prpić,FC Porto,96.2,Mario Lemina,Galatasaray Spor Kulübü,87.4,Luuk de Jong,FC Porto,77.1,Kaan Ayhan,Galatasaray Spor Kulübü,DEF,95.0
GW 510,3,Extra MID,412.2,Juan Castillo,Vitória Guimarães SC,70.7,Cameron Carter-Vickers,Celtic FC,94.4,Daniel Bragança,Sporting Clube de Portugal,87.1,Samu Omorodion,FC Porto,74.2,Lucas Torreira,Galatasaray Spor Kulübü,MID,85.8
GW 510,4,Extra DEF,389.8,Devis Vásquez,Beşiktaş Jimnastik Kulübü,68.2,Nicolás Otamendi,SL Benfica,83.8,Orkun Kökçü,Beşiktaş Jimnastik Kulübü,83.7,Luis Suárez,Sporting Clube de Portugal,73.4,Liam Scales,Celtic FC,DEF,80.7
GW 509,1,Extra MID,341.1,Anatolii Trubin,SL Benfica,29.6,Adrian Barišić,Sporting Braga,59.4,Kochorashvili,Sporting Clube de Portugal,94.9,Václav Černý,Beşiktaş Jimnastik Kulübü,68.6,Hidemasa Morita,Sporting Clube de Portugal,MID,88.6
GW 509,2,Extra FWD,228.6,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Amar Dedić,SL Benfica,44.7,Heorhii Sudakov,SL Benfica,60.0,Fotis Ioannidis,Sporting Clube de Portugal,62.7,Bojan Miovski,Rangers FC,FWD,61.2
GW 509,3,Extra MID,197.9,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Saracchi,Celtic FC,36.6,Kristjan Asllani,Beşiktaş Jimnastik Kulübü,59.0,Roland Sallai,Galatasaray Spor Kulübü,54.4,Richard Ríos,SL Benfica,MID,47.9
GW 509,4,Extra FWD,156.0,Alaa Bellaarouch,Sporting Braga,0.0,Georgios Vagiannidis,Sporting Clube de Portugal,34.3,Nedim Bajrami,Rangers FC,45.2,Sota Kitano,FC Red Bull Salzburg,38.3,Oliver Antman,Rangers FC,FWD,38.2
GW 508,1,Extra FWD,411.7,Kasper Schmeichel,Celtic FC,72.0,Zeno Debast,Sporting Clube de Portugal,74.0,N'Golo Kanté,Fenerbahçe Spor Kulübü,82.4,Kerem Aktürkoğlu,Fenerbahçe Spor Kulübü,100.0,Fotis Ioannidis,Sporting Clube de Portugal,FWD,83.3
GW 508,2,Extra DEF,329.2,Mert Günok,Fenerbahçe Spor Kulübü,69.4,Eren Elmalı,Galatasaray Spor Kulübü,69.6,Kochorashvili,Sporting Clube de Portugal,63.4,Umut Nayir,Trabzonspor Kulübü,60.0,Milan Škriniar,Fenerbahçe Spor Kulübü,DEF,66.8
GW 508,3,Extra MID,269.5,Juan Castillo,Vitória Guimarães SC,42.2,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,58.4,Milot Rashica,Beşiktaş Jimnastik Kulübü,62.1,Bojan Miovski,Rangers FC,51.6,Orkun Kökçü,Beşiktaş Jimnastik Kulübü,MID,55.2
GW 508,4,Extra MID,231.6,Anatolii Trubin,SL Benfica,42.1,António Silva,SL Benfica,50.0,İsmail Yüksek,Fenerbahçe Spor Kulübü,48.3,Dodi Lukébakio,SL Benfica,43.2,Richard Ríos,SL Benfica,MID,48.0
GW 507,1,Extra DEF,349.3,Kasper Schmeichel,Celtic FC,63.8,Milan Škriniar,Fenerbahçe Spor Kulübü,85.9,Morten Hjulmand,Sporting Clube de Portugal,60.0,Andreas Skov Olsen,Rangers FC,71.5,Nicolás Otamendi,SL Benfica,DEF,68.1
GW 507,2,Extra DEF,276.3,Diogo Costa,FC Porto,51.5,Anthony Ralston,Celtic FC,66.3,Hidemasa Morita,Sporting Clube de Portugal,42.4,Daizen Maeda,Celtic FC,64.1,Gonçalo Inácio,Sporting Clube de Portugal,DEF,52.0
GW 507,3,Extra DEF,136.3,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Alexander Bah,SL Benfica,51.5,Leandro Barreiro,SL Benfica,40.8,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Nelson Semedo,Fenerbahçe Spor Kulübü,DEF,44.0
GW 507,4,Extra DEF,98.4,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,António Silva,SL Benfica,33.1,Pedro Gonçalves,Sporting Clube de Portugal,37.3,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Jan Bednarek,FC Porto,DEF,28.0
GW 506,1,Extra DEF,456.5,Uğurcan Çakır,Galatasaray Spor Kulübü,87.1,Alistair Johnston,Celtic FC,95.5,Mario Lemina,Galatasaray Spor Kulübü,95.3,Andreas Skov Olsen,Rangers FC,88.6,Emmanuel Agbadou,Beşiktaş Jimnastik Kulübü,DEF,90.0
GW 506,2,Extra MID,425.3,Kasper Schmeichel,Celtic FC,81.8,Paulo Oliveira,Sporting Braga,89.0,Pedro Gonçalves,Sporting Clube de Portugal,85.5,Kerem Aktürkoğlu,Fenerbahçe Spor Kulübü,84.4,Leandro Barreiro,SL Benfica,MID,84.6
GW 506,3,Extra DEF,389.3,Mert Günok,Fenerbahçe Spor Kulübü,65.5,T. Strata,Vitória Guimarães SC,83.8,Richard Ríos,SL Benfica,80.8,Benjamin Nygren,Celtic FC,77.4,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,DEF,81.8
GW 506,4,Extra DEF,354.4,Anatolii Trubin,SL Benfica,53.6,Liam Scales,Celtic FC,76.9,Okay Yokuşlu,Trabzonspor Kulübü,72.6,Luuk de Jong,FC Porto,77.4,Eren Elmalı,Galatasaray Spor Kulübü,DEF,73.9
GW 505,1,Extra FWD,400.9,Rui Silva,Sporting Clube de Portugal,66.5,Nasser Djiga,Rangers FC,69.1,Rafa,SL Benfica,100.0,Gabri Martínez,Sporting Braga,83.6,Ricardo Horta,Sporting Braga,FWD,81.7
GW 505,2,Extra MID,308.8,Uğurcan Çakır,Galatasaray Spor Kulübü,45.6,Víctor Gómez,Sporting Braga,54.4,Maurits Kjærgaard,FC Red Bull Salzburg,78.4,Amine El Ouazzani,Sporting Braga,62.4,Milot Rashica,Beşiktaş Jimnastik Kulübü,MID,68.0
GW 505,3,Extra MID,285.9,Mert Günok,Fenerbahçe Spor Kulübü,43.9,Paulo Oliveira,Sporting Braga,53.0,Salih Uçan,Beşiktaş Jimnastik Kulübü,64.9,Felipe Augusto,Trabzonspor Kulübü,60.0,Mads Bidstrup,FC Red Bull Salzburg,MID,64.1
GW 505,4,Extra FWD,264.7,Günay Güvenç,Galatasaray Spor Kulübü,36.1,Stefan Savić,Trabzonspor Kulübü,48.6,Manu,SL Benfica,60.0,Gustavo Silva,Vitória Guimarães SC,60.0,Nélson Oliveira,Vitória Guimarães SC,FWD,60.0
GW 504,1,Extra DEF,458.1,Jack Butland,Rangers FC,73.8,Alistair Johnston,Celtic FC,100.0,Reo Hatate,Celtic FC,100.0,Gabri Martínez,Sporting Braga,84.3,Gonçalo Inácio,Sporting Clube de Portugal,DEF,100.0
GW 504,2,Extra DEF,441.4,Kasper Schmeichel,Celtic FC,71.5,Ismail Jakobs,Galatasaray Spor Kulübü,100.0,Fred,Fenerbahçe Spor Kulübü,95.3,Noa Lang,Galatasaray Spor Kulübü,74.6,James Tavernier,Rangers FC,DEF,100.0
GW 504,3,Extra MID,394.7,Rui Silva,Sporting Clube de Portugal,66.2,Alexander Bah,SL Benfica,81.1,Orkun Kökçü,Beşiktaş Jimnastik Kulübü,87.9,Ahmed Kutucu,Galatasaray Spor Kulübü,73.1,Callum McGregor,Celtic FC,MID,86.4
GW 504,4,Extra MID,383.4,Anatolii Trubin,SL Benfica,66.0,Cameron Carter-Vickers,Celtic FC,79.4,Rodrigo Zalazar,Sporting Braga,86.3,Benjamin Nygren,Celtic FC,73.0,Marco Asensio,Fenerbahçe Spor Kulübü,MID,78.7
GW 503,1,Extra MID,427.9,Uğurcan Çakır,Galatasaray Spor Kulübü,72.6,Thiago Silva,FC Porto,95.0,Vítor Carvalho,Sporting Braga,95.5,Fotis Ioannidis,Sporting Clube de Portugal,75.1,Rodrigo Zalazar,Sporting Braga,MID,89.7
GW 503,2,Extra MID,360.1,Rui Silva,Sporting Clube de Portugal,60.0,Víctor Gómez,Sporting Braga,72.1,Moussa Yeo,FC Red Bull Salzburg,83.2,Kerem Aktürkoğlu,Fenerbahçe Spor Kulübü,71.7,Rafa,SL Benfica,MID,73.1
GW 503,3,Extra MID,309.5,Günay Güvenç,Galatasaray Spor Kulübü,37.9,Stefan Savić,Trabzonspor Kulübü,66.0,Edin Višća,Trabzonspor Kulübü,69.9,Nene Dorgeles,Fenerbahçe Spor Kulübü,68.2,Maurits Kjærgaard,FC Red Bull Salzburg,MID,67.5
GW 503,4,Extra DEF,273.0,Mert Günok,Fenerbahçe Spor Kulübü,24.1,Emirhan Topçu,Beşiktaş Jimnastik Kulübü,65.6,João Mendes,Vitória Guimarães SC,60.0,Franjo Ivanović,SL Benfica,60.0,Amar Dedić,SL Benfica,DEF,63.3
GW 502,1,Extra MID,443.1,André Onana,Trabzonspor Kulübü,76.5,Alexander Bah,SL Benfica,90.5,Pedro Gonçalves,Sporting Clube de Portugal,100.0,Clement Bischoff,FC Red Bull Salzburg,84.5,Daniel Bragança,Sporting Clube de Portugal,MID,91.6
GW 502,2,Extra MID,414.1,Ederson,Fenerbahçe Spor Kulübü,73.0,António Silva,SL Benfica,81.5,Rodrigo Zalazar,Sporting Braga,89.8,Franjo Ivanović,SL Benfica,81.2,Fredrik Aursnes,SL Benfica,MID,88.6
GW 502,3,Extra MID,390.5,Diogo Costa,FC Porto,66.7,Tomás Araújo,SL Benfica,71.7,Geovany Quenda,Sporting Clube de Portugal,86.5,Kerem Aktürkoğlu,Fenerbahçe Spor Kulübü,79.9,Gökhan Sazdağı,Beşiktaş Jimnastik Kulübü,MID,85.7
GW 502,4,Extra MID,375.6,Anatolii Trubin,SL Benfica,66.0,Bright Arrey-Mbi,Sporting Braga,70.0,Kochorashvili,Sporting Clube de Portugal,83.6,Trincão,Sporting Clube de Portugal,77.1,Rafa,SL Benfica,MID,78.9
GW 501,1,Extra MID,384.4,Uğurcan Çakır,Galatasaray Spor Kulübü,53.5,Víctor Gómez,Sporting Braga,94.1,Manu,SL Benfica,87.5,Nene Dorgeles,Fenerbahçe Spor Kulübü,70.4,Vítor Carvalho,Sporting Braga,MID,78.9
GW 501,2,Extra MID,303.4,Jack Butland,Rangers FC,35.0,Eren Elmalı,Galatasaray Spor Kulübü,65.4,Telmo Arcanjo,Vitória Guimarães SC,67.4,Amine El Ouazzani,Sporting Braga,69.0,Mads Bidstrup,FC Red Bull Salzburg,MID,66.6
GW 501,3,Extra DEF,286.0,Rui Silva,Sporting Clube de Portugal,33.8,Ricardo Mangas,Sporting Clube de Portugal,64.9,Maurits Kjærgaard,FC Red Bull Salzburg,63.0,Fotis Ioannidis,Sporting Clube de Portugal,60.0,Amar Dedić,SL Benfica,DEF,64.3
GW 501,4,Extra MID,216.9,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Thiago Silva,FC Porto,55.2,Moussa Yeo,FC Red Bull Salzburg,60.0,Ricardo Horta,Sporting Braga,43.6,Mert Hakan Yandaş,Fenerbahçe Spor Kulübü,MID,58.1
GW 500,1,Extra DEF,469.6,Uğurcan Çakır,Galatasaray Spor Kulübü,84.4,Cameron Carter-Vickers,Celtic FC,100.0,Lucas Torreira,Galatasaray Spor Kulübü,97.0,Andreas Skov Olsen,Rangers FC,88.2,James Tavernier,Rangers FC,DEF,100.0
GW 500,2,Extra DEF,436.9,Mert Günok,Fenerbahçe Spor Kulübü,74.9,Adrian Barišić,Sporting Braga,91.2,Moussa Yeo,FC Red Bull Salzburg,92.7,Mauro Icardi,Galatasaray Spor Kulübü,87.2,Tomás Araújo,SL Benfica,DEF,90.9
GW 500,3,Extra MID,407.2,Juan Castillo,Vitória Guimarães SC,70.5,Amar Dedić,SL Benfica,87.9,Maurits Kjærgaard,FC Red Bull Salzburg,84.3,Umut Nayir,Trabzonspor Kulübü,81.9,Pedro Gonçalves,Sporting Clube de Portugal,MID,82.6
GW 500,4,Extra MID,379.0,Diogo Costa,FC Porto,65.1,Martim Fernandes,FC Porto,75.8,Luke McCowan,Celtic FC,82.1,Václav Černý,Beşiktaş Jimnastik Kulübü,74.7,Callum McGregor,Celtic FC,MID,81.3
GW 499,1,Extra FWD,367.8,Uğurcan Çakır,Galatasaray Spor Kulübü,51.6,Ricardo Mangas,Sporting Clube de Portugal,81.3,Maurits Kjærgaard,FC Red Bull Salzburg,94.9,Clement Bischoff,FC Red Bull Salzburg,74.2,Nélson Oliveira,Vitória Guimarães SC,FWD,65.8
GW 499,2,Extra DEF,282.0,Jack Butland,Rangers FC,35.0,Víctor Gómez,Sporting Braga,62.2,Victor Froholdt,FC Porto,64.0,Václav Černý,Beşiktaş Jimnastik Kulübü,60.0,Bright Arrey-Mbi,Sporting Braga,DEF,60.8
GW 499,3,Extra MID,228.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,João Mendes,Vitória Guimarães SC,59.1,Moussa Yeo,FC Red Bull Salzburg,60.0,Nene Dorgeles,Fenerbahçe Spor Kulübü,51.9,Mads Bidstrup,FC Red Bull Salzburg,MID,57.0
GW 499,4,Extra DEF,209.1,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Stefan Savić,Trabzonspor Kulübü,56.7,İsmail Yüksek,Fenerbahçe Spor Kulübü,55.1,Ricardo Horta,Sporting Braga,40.7,Çağlar Söyüncü,Fenerbahçe Spor Kulübü,DEF,56.6
GW 498,1,Extra MID,448.2,Jack Butland,Rangers FC,78.2,Liam Scales,Celtic FC,100.0,Luke McCowan,Celtic FC,91.9,Sebastian Tounekti,Celtic FC,87.4,Maho Dorgeles,Sporting Braga,MID,90.7
GW 498,2,Extra FWD,387.8,Kasper Schmeichel,Celtic FC,77.0,Nicolás Otamendi,SL Benfica,82.7,Reo Hatate,Celtic FC,69.9,Franjo Ivanović,SL Benfica,81.2,Clement Bischoff,FC Red Bull Salzburg,FWD,77.0
GW 498,3,Extra FWD,355.6,Juan Castillo,Vitória Guimarães SC,72.9,Adrian Barišić,Sporting Braga,72.0,Maximiliano Araújo,Sporting Clube de Portugal,68.9,Oliver Antman,Rangers FC,72.0,Karim Konaté,FC Red Bull Salzburg,FWD,69.8
GW 498,4,Extra DEF,259.9,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Cameron Carter-Vickers,Celtic FC,69.4,Maurits Kjærgaard,FC Red Bull Salzburg,61.7,Nene Dorgeles,Fenerbahçe Spor Kulübü,60.2,Anthony Ralston,Celtic FC,DEF,68.6
GW 497,1,Extra MID,350.2,Uğurcan Çakır,Galatasaray Spor Kulübü,60.0,Ricardo Mangas,Sporting Clube de Portugal,70.0,Victor Froholdt,FC Porto,90.2,Amine El Ouazzani,Sporting Braga,60.0,Rodrigo Zalazar,Sporting Braga,MID,70.0
GW 497,2,Extra FWD,215.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Archibald Brown,Fenerbahçe Spor Kulübü,35.0,Edin Višća,Trabzonspor Kulübü,60.0,Bruma,SL Benfica,60.0,Franjo Ivanović,SL Benfica,FWD,60.0
GW 497,3,Extra FWD,190.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Bright Arrey-Mbi,Sporting Braga,35.0,Anthony Nwakaeme,Trabzonspor Kulübü,35.0,Ricardo Horta,Sporting Braga,60.0,Roger Fernandes,Sporting Braga,FWD,60.0
GW 497,4,Extra DEF,140.0,Alaa Bellaarouch,Sporting Braga,0.0,Eren Elmalı,Galatasaray Spor Kulübü,35.0,Benjamin Bouchouari,Trabzonspor Kulübü,35.0,Damir Redzic,FC Red Bull Salzburg,35.0,João Mendes,Vitória Guimarães SC,DEF,35.0
GW 496,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 496,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 496,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 496,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 495,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 495,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 495,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 495,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 494,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 494,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 494,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 494,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 493,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 493,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 493,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
